,Freq,review,pos_tag,neg,neu,pos,compound
4378,41,m   i   n   i   s   t   r   i,"('m   i   n   i   s   t   r   i', 'NN')",0.0,0.0,0.0,0.0
179,41,a   d   m   i   n   i   s   t   r   a   t   i   o   n,"('a   d   m   i   n   i   s   t   r   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
217,41,i   n   s   t   a   l   l   a   t   i   o   n,"('i   n   s   t   a   l   l   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
3028,40,a   p   k,"('a   p   k', 'VBZ')",0.0,0.0,0.0,0.0
1135,40,c   o   n   t   i   n   u  ,"('c   o   n   t   i   n   u  ', 'JJ')",0.0,0.0,0.0,0.0
931,40,g   o   t,"('g   o   t', 'NN')",0.0,0.0,0.0,0.0
1673,40,i   n   s   t   a   l   l   i   n   g,"('i   n   s   t   a   l   l   i   n   g', 'NN')",0.0,0.0,0.0,0.0
190,40,l   o   c   a   l,"('l   o   c   a   l', 'VBZ')",0.0,0.0,0.0,0.0
628,40,t   o   o   l,"('t   o   o   l', 'JJ')",0.0,0.0,0.0,0.0
3029,40,e   m   b   a   r   k,"('e   m   b   a   r   k', 'NN')",0.0,0.0,0.0,0.0
772,40,s   t   a   f   f,"('s   t   a   f   f', 'NN')",0.0,0.0,0.0,0.0
1727,40,s   e   r   v   e   r,"('s   e   r   v   e   r', 'NN')",0.0,0.0,0.0,0.0
333,40,l   e   a   r   n   e   d,"('l   e   a   r   n   e   d', 'NN')",0.0,0.0,0.0,0.0
2225,39,s   i   g   n,"('s   i   g   n', 'NN')",0.0,0.0,0.0,0.0
113,39,e   x   p   e   c   t   e   d,"('e   x   p   e   c   t   e   d', 'NN')",0.0,0.0,0.0,0.0
1752,39,p   r   o   p   e   r,"('p   r   o   p   e   r', 'NN')",0.0,0.0,0.0,0.0
763,39,a   c   t   i   v  ,"('a   c   t   i   v  ', 'NN')",0.0,0.0,0.0,0.0
1290,39,c   h   a   n   g  ,"('c   h   a   n   g  ', 'NN')",0.0,0.0,0.0,0.0
2784,39,e   q   u   i   p   m   e   n   t,"('e   q   u   i   p   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
1619,39,m   e   e   t   i   n   g,"('m   e   e   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
548,39,t   h   o   u   g   h,"('t   h   o   u   g   h', 'NN')",0.0,0.0,0.0,0.0
610,38,a   s   k  ,"('a   s   k  ', 'NN')",0.0,0.0,0.0,0.0
1714,38,e   t   c,"('e   t   c', 'NN')",0.0,0.0,0.0,0.0
304,38,a   c   c   e   s  ,"('a   c   c   e   s  ', 'NN')",0.0,0.0,0.0,0.0
1909,38,e   n   g   a   g   i   n   g,"('e   n   g   a   g   i   n   g', 'NN')",0.0,0.0,0.0,0.0
438,38,i   n   q   u   i   s   i   t   i   v  ,"('i   n   q   u   i   s   i   t   i   v  ', 'NN')",0.0,0.0,0.0,0.0
3832,38,m   u   l   t   i   t   a   s   k   i   n   g,"('m   u   l   t   i   t   a   s   k   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4701,38,c   a   m   p   u  ,"('c   a   m   p   u  ', 'NN')",0.0,0.0,0.0,0.0
650,38,s   e   l   f,"('s   e   l   f', 'NN')",0.0,0.0,0.0,0.0
405,38,i   m   p   r   o   v   i   n   g,"('i   m   p   r   o   v   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1014,38,l   o   o   k   i   n   g,"('l   o   o   k   i   n   g', 'NN')",0.0,0.0,0.0,0.0
2138,37,s   p   e   n   d,"('s   p   e   n   d', 'NN')",0.0,0.0,0.0,0.0
2156,37,r   e   g   a   r   d   l   e   s  ,"('r   e   g   a   r   d   l   e   s  ', 'NN')",0.0,0.0,0.0,0.0
653,37,c   o   m   m   i   t   t   e   d,"('c   o   m   m   i   t   t   e   d', 'NN')",0.0,0.0,0.0,0.0
292,37,c   a   t   c   h,"('c   a   t   c   h', 'NN')",0.0,0.0,0.0,0.0
378,37,p   u   t,"('p   u   t', 'NN')",0.0,0.0,0.0,0.0
1074,37,t   h   a   n   k,"('t   h   a   n   k', 'NN')",0.0,0.0,0.0,0.0
807,37,d   e   p   a   r   t   m   e   n   t,"('d   e   p   a   r   t   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
1553,37,m   a   i   n   t   e   n   a   n   c  ,"('m   a   i   n   t   e   n   a   n   c  ', 'NN')",0.0,0.0,0.0,0.0
1530,36,p   l   a   c  ,"('p   l   a   c  ', 'NN')",0.0,0.0,0.0,0.0
76,36,p   a   r   t   i   c   i   p   a   t   e   d,"('p   a   r   t   i   c   i   p   a   t   e   d', 'NN')",0.0,0.0,0.0,0.0
1846,36,f   o   c   u  ,"('f   o   c   u  ', 'NN')",0.0,0.0,0.0,0.0
3,36,e   x   h   i   b   i   t   e   d,"('e   x   h   i   b   i   t   e   d', 'NN')",0.0,0.0,0.0,0.0
2580,36,s   w   i   t   c   h,"('s   w   i   t   c   h', 'VBD')",0.0,0.0,0.0,0.0
1048,36,i   n   s   t   a   l   l   e   d,"('i   n   s   t   a   l   l   e   d', 'JJ')",0.0,0.0,0.0,0.0
74,36,4,"('4', 'CD')",0.0,0.0,0.0,0.0
1418,36,s   e   s   s   i   o   n,"('s   e   s   s   i   o   n', 'NN')",0.0,0.0,0.0,0.0
1522,36,r   e   q   u   i   r  ,"('r   e   q   u   i   r  ', 'NN')",0.0,0.0,0.0,0.0
3474,36,s   e   m   e   s   t   e   r,"('s   e   m   e   s   t   e   r', 'NN')",0.0,0.0,0.0,0.0
297,36,w   o   r   d   p   r   e   s  ,"('w   o   r   d   p   r   e   s  ', 'NN')",0.0,0.0,0.0,0.0
354,36,s   e   e,"('s   e   e', 'NN')",0.0,0.0,0.0,0.0
641,36,r   o   u   t   e   r,"('r   o   u   t   e   r', 'NN')",0.0,0.0,0.0,0.0
1266,36,d   e   b   u   g   g   i   n   g,"('d   e   b   u   g   g   i   n   g', 'NN')",0.0,0.0,0.0,0.0
611,35,s   u   r  ,"('s   u   r  ', 'NN')",0.0,0.0,0.0,0.0
927,35,o   r   d   e   r,"('o   r   d   e   r', 'NN')",0.0,0.0,0.0,0.0
563,35,c   a   b   l  ,"('c   a   b   l  ', 'NN')",0.0,0.0,0.0,0.0
191,35,a   r   e   a,"('a   r   e   a', 'NN')",0.0,0.0,0.0,0.0
5164,35,a   d   i   t   a,"('a   d   i   t   a', 'NN')",0.0,0.0,0.0,0.0
3239,35,d   o   c   u   m   e   n   t,"('d   o   c   u   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
362,35,p   r   o   g   r   e   s   s   i   n   g,"('p   r   o   g   r   e   s   s   i   n   g', 'NN')",0.0,0.0,0.0,0.0
2162,35,g   r   o   u   p,"('g   r   o   u   p', 'NN')",0.0,0.0,0.0,0.0
1240,34,d   e   l   i   v   e   r,"('d   e   l   i   v   e   r', 'NN')",0.0,0.0,0.0,0.0
161,34,r   e   v   i   e   w   e   d,"('r   e   v   i   e   w   e   d', 'NN')",0.0,0.0,0.0,0.0
148,34,r   e   q   u   i   r   e   m   e   n   t,"('r   e   q   u   i   r   e   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
1281,34,d   o   c   u   m   e   n   t   a   t   i   o   n,"('d   o   c   u   m   e   n   t   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
588,34,l   a   p   t   o   p,"('l   a   p   t   o   p', 'NN')",0.0,0.0,0.0,0.0
1198,34,i   m   p   l   e   m   e   n   t   a   t   i   o   n,"('i   m   p   l   e   m   e   n   t   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
1945,34,a   c   c   e   s   s   e   d,"('a   c   c   e   s   s   e   d', 'NN')",0.0,0.0,0.0,0.0
737,34,w   a   i,"('w   a   i', 'NN')",0.0,0.0,0.0,0.0
187,33,t   r   o   u   b   l   e   s   h   o   o   t   i   n   g,"('t   r   o   u   b   l   e   s   h   o   o   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
147,33,k   n   o   w,"('k   n   o   w', 'NN')",0.0,0.0,0.0,0.0
1611,33,s   o   l   u   t   i   o   n,"('s   o   l   u   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
2661,33,a   t   t   e   n   t   i   v  ,"('a   t   t   e   n   t   i   v  ', 'NN')",0.0,0.0,0.0,0.0
273,33,o   t   h   e   r   w   i   s  ,"('o   t   h   e   r   w   i   s  ', 'NN')",0.0,0.0,0.0,0.0
44,33,a   p   i,"('a   p   i', 'NN')",0.0,0.0,0.0,0.0
776,33,i   n   s   t   r   u   c   t   i   o   n,"('i   n   s   t   r   u   c   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
189,32,h   a   r   d   w   a   r  ,"('h   a   r   d   w   a   r  ', 'NN')",0.0,0.0,0.0,0.0
1788,32,u   p   g   r   a   d  ,"('u   p   g   r   a   d  ', 'JJ')",0.0,0.0,0.0,0.0
2660,32,e   x   c   e   e   d   i   n   g   l   i,"('e   x   c   e   e   d   i   n   g   l   i', 'NN')",0.0,0.0,0.0,0.0
683,32,a   c   c   o   m   p   l   i   s   h   e   d,"('a   c   c   o   m   p   l   i   s   h   e   d', 'NN')",0.0,0.0,0.0,0.0
82,32,t   e   c   h   n   i   c   a   l,"('t   e   c   h   n   i   c   a   l', 'NN')",0.0,0.0,0.0,0.0
3577,32,f   l   u   t   t   e   r,"('f   l   u   t   t   e   r', 'NN')",0.0,0.0,0.0,0.0
468,32,w   i   r   e   l   e   s  ,"('w   i   r   e   l   e   s  ', 'NN')",0.0,0.0,0.0,0.0
1591,32,s   e   c   u   r  ,"('s   e   c   u   r  ', 'NN')",0.0,0.0,0.0,0.0
2044,32,p   o   w   e   r,"('p   o   w   e   r', 'NN')",0.0,0.0,0.0,0.0
828,32,c   o   m   m   i   t   m   e   n   t,"('c   o   m   m   i   t   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
104,32,k   n   o   w,"('k   n   o   w', 'NN')",0.0,0.0,0.0,0.0
1444,32,p   r   o   t   o   c   o   l,"('p   r   o   t   o   c   o   l', 'NN')",0.0,0.0,0.0,0.0
24,32,l   o   o   k,"('l   o   o   k', 'NN')",0.0,0.0,0.0,0.0
1184,31,m   a   i   n   t   a   i   n  ,"('m   a   i   n   t   a   i   n  ', 'NN')",0.0,0.0,0.0,0.0
847,31,u,"('u', 'JJ')",0.0,0.0,0.0,0.0
1458,31,d   o   m   a   i   n,"('d   o   m   a   i   n', 'NN')",0.0,0.0,0.0,0.0
1510,31,l   i   m   i   t   e   d,"('l   i   m   i   t   e   d', 'NN')",0.0,0.0,0.0,0.0
2473,31,t   h   a   n   k  ,"('t   h   a   n   k  ', 'NN')",0.0,0.0,0.0,0.0
501,31,h   t   m   l,"('h   t   m   l', 'NN')",0.0,0.0,0.0,0.0
716,31,t   a   k   e   n,"('t   a   k   e   n', 'NN')",0.0,0.0,0.0,0.0
1439,31,r   o   u   t   i   n   g,"('r   o   u   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
278,31,p   e   r   i   o   d,"('p   e   r   i   o   d', 'NN')",0.0,0.0,0.0,0.0
2988,31,h   o   m  ,"('h   o   m  ', 'NN')",0.0,0.0,0.0,0.0
301,31,f   i   l  ,"('f   i   l  ', 'NN')",0.0,0.0,0.0,0.0
42,31,p   r   o   c   e   s  ,"('p   r   o   c   e   s  ', 'NN')",0.0,0.0,0.0,0.0
137,31,a   s   k   e   d,"('a   s   k   e   d', 'NN')",0.0,0.0,0.0,0.0
138,31,q   u   e   s   t   i   o   n,"('q   u   e   s   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
1261,30,s   l   o   w,"('s   l   o   w', 'NN')",0.0,0.0,0.0,0.0
3216,30,a   l   m   o   s   t,"('a   l   m   o   s   t', 'NN')",0.0,0.0,0.0,0.0
1607,30,d   i   l   i   g   e   n   c  ,"('d   i   l   i   g   e   n   c  ', 'NN')",0.0,0.0,0.0,0.0
156,30,c   o   n   s   t   a   n   t,"('c   o   n   s   t   a   n   t', 'NN')",0.0,0.0,0.0,0.0
873,30,e   x   p   e   r   i   e   n   c  ,"('e   x   p   e   r   i   e   n   c  ', 'NN')",0.0,0.0,0.0,0.0
2070,30,t   r   i,"('t   r   i', 'NN')",0.0,0.0,0.0,0.0
572,30,n   u   m   b   e   r,"('n   u   m   b   e   r', 'JJ')",0.0,0.0,0.0,0.0
818,30,e   v   e   r   y   t   h   i   n   g,"('e   v   e   r   y   t   h   i   n   g', 'NN')",0.0,0.0,0.0,0.0
257,30,p   a   g  ,"('p   a   g  ', 'NN')",0.0,0.0,0.0,0.0
1181,30,a   d   d,"('a   d   d', 'NN')",0.0,0.0,0.0,0.0
770,30,s   p   i   r   i   t,"('s   p   i   r   i   t', 'NN')",0.0,0.0,0.0,0.0
119,30,e   f   f   o   r   t,"('e   f   f   o   r   t', 'NN')",0.0,0.0,0.0,0.0
1045,29,d   e   p   l   o   i,"('d   e   p   l   o   i', 'NN')",0.0,0.0,0.0,0.0
213,29,f   i   e   l   d,"('f   i   e   l   d', 'NN')",0.0,0.0,0.0,0.0
511,29,p   y   t   h   o   n,"('p   y   t   h   o   n', 'NN')",0.0,0.0,0.0,0.0
555,29,o   f   f   i   c  ,"('o   f   f   i   c  ', 'NN')",0.0,0.0,0.0,0.0
800,29,m   a   n   i,"('m   a   n   i', 'NN')",0.0,0.0,0.0,0.0
764,29,s   h   o   w   e   d,"('s   h   o   w   e   d', 'NN')",0.0,0.0,0.0,0.0
281,29,i   n   t   e   r   e   s   t,"('i   n   t   e   r   e   s   t', 'NN')",0.0,0.0,0.0,0.0
164,29,s   u   p   e   r   v   i   s   o   r,"('s   u   p   e   r   v   i   s   o   r', 'NN')",0.0,0.0,0.0,0.0
987,29,p   r   o   f   e   s   s   i   o   n   a   l,"('p   r   o   f   e   s   s   i   o   n   a   l', 'NN')",0.0,0.0,0.0,0.0
453,29,d   i   f   f   i   c   u   l   t   i,"('d   i   f   f   i   c   u   l   t   i', 'NN')",0.0,0.0,0.0,0.0
1368,29,s   c   h   e   d   u   l  ,"('s   c   h   e   d   u   l  ', 'NN')",0.0,0.0,0.0,0.0
729,29,e   a   g   e   r,"('e   a   g   e   r', 'NN')",0.0,0.0,0.0,0.0
957,28,h   a   r   d,"('h   a   r   d', 'NN')",0.0,0.0,0.0,0.0
1454,28,s   e   r   v   i   c  ,"('s   e   r   v   i   c  ', 'NN')",0.0,0.0,0.0,0.0
1531,28,m   e   s   s   a   g  ,"('m   e   s   s   a   g  ', 'NN')",0.0,0.0,0.0,0.0
885,28,o   v   e   r   a   l   l,"('o   v   e   r   a   l   l', 'NN')",0.0,0.0,0.0,0.0
1155,28,s   m,"('s   m', 'NN')",0.0,0.0,0.0,0.0
51,28,i   c   t,"('i   c   t', 'NN')",0.0,0.0,0.0,0.0
1069,28,u   b   u   n   t   u,"('u   b   u   n   t   u', 'JJ')",0.0,0.0,0.0,0.0
659,28,w   i   t   h   i   n,"('w   i   t   h   i   n', 'NN')",0.0,0.0,0.0,0.0
1242,28,r   o   o   m,"('r   o   o   m', 'NN')",0.0,0.0,0.0,0.0
497,28,g   o,"('g   o', 'NN')",0.0,0.0,0.0,0.0
741,28,i   m   p   l   e   m   e   n   t   e   d,"('i   m   p   l   e   m   e   n   t   e   d', 'NN')",0.0,0.0,0.0,0.0
1585,27,d   n  ,"('d   n  ', 'NN')",0.0,0.0,0.0,0.0
1977,27,c   o   n   n   e   c   t,"('c   o   n   n   e   c   t', 'NN')",0.0,0.0,0.0,0.0
1536,27,s   u   f   f   i   c   i   e   n   t,"('s   u   f   f   i   c   i   e   n   t', 'NN')",0.0,0.0,0.0,0.0
2027,27,t   a   b   l  ,"('t   a   b   l  ', 'NN')",0.0,0.0,0.0,0.0
867,27,i   n   i   t   i   a   t   i   v  ,"('i   n   i   t   i   a   t   i   v  ', 'NN')",0.0,0.0,0.0,0.0
1424,27,c   l   e   a   r,"('c   l   e   a   r', 'NN')",0.0,0.0,0.0,0.0
2306,27,v   l   a   n  ,"('v   l   a   n  ', 'NN')",0.0,0.0,0.0,0.0
1762,27,r   e   a   d   i   n   g,"('r   e   a   d   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1007,27,c   o   m   p   l   e   t   i   n   g,"('c   o   m   p   l   e   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
992,27,g   u   i   d   a   n   c  ,"('g   u   i   d   a   n   c  ', 'NN')",0.0,0.0,0.0,0.0
52,27,s   e   t   u   p,"('s   e   t   u   p', 'NN')",0.0,0.0,0.0,0.0
1605,27,c   o   m   m   e   n   d,"('c   o   m   m   e   n   d', 'NN')",0.0,0.0,0.0,0.0
811,27,d   e   l   i   v   e   r   e   d,"('d   e   l   i   v   e   r   e   d', 'NN')",0.0,0.0,0.0,0.0
834,27,a   v   a   i   l   a   b   l  ,"('a   v   a   i   l   a   b   l  ', 'NN')",0.0,0.0,0.0,0.0
640,27,f   a   m   i   l   i   a   r,"('f   a   m   i   l   i   a   r', 'NN')",0.0,0.0,0.0,0.0
1535,27,c   u   s   t   o   m   e   r,"('c   u   s   t   o   m   e   r', 'NN')",0.0,0.0,0.0,0.0
211,26,f   u   t   u   r  ,"('f   u   t   u   r  ', 'NN')",0.0,0.0,0.0,0.0
1532,26,w   r   i   t   e  ,"('w   r   i   t   e  ', 'NN')",0.0,0.0,0.0,0.0
689,26,p   a   y   m   e   n   t,"('p   a   y   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
1271,26,c   l   i   e   n   t,"('c   l   i   e   n   t', 'NN')",0.0,0.0,0.0,0.0
43,26,g   e   t   t   i   n   g,"('g   e   t   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
212,26,a   h   e   a   d,"('a   h   e   a   d', 'NN')",0.0,0.0,0.0,0.0
4439,26,a   b   i   d   i   n   g,"('a   b   i   d   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1243,26,i   m   p   r   o   v   e   m   e   n   t,"('i   m   p   r   o   v   e   m   e   n   t', 'NN')",0.0,0.0,0.0,0.0
359,26,f   r   o   n   t,"('f   r   o   n   t', 'NN')",0.0,0.0,0.0,0.0
181,26,c   r   e   a   t   i   n   g,"('c   r   e   a   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
4438,26,g   r   a   d   u   a   l   l   i,"('g   r   a   d   u   a   l   l   i', 'NN')",0.0,0.0,0.0,0.0
2731,26,a   b   i   t,"('a   b   i   t', 'NN')",0.0,0.0,0.0,0.0
971,26,f   i   n   i   s   h,"('f   i   n   i   s   h', 'NN')",0.0,0.0,0.0,0.0
568,25,g   e   n   e   r   a   l,"('g   e   n   e   r   a   l', 'NN')",0.0,0.0,0.0,0.0
799,25,h   a   n   d   l   e   d,"('h   a   n   d   l   e   d', 'NN')",0.0,0.0,0.0,0.0
2662,25,t   r   a   i   n   i   n   g,"('t   r   a   i   n   i   n   g', 'NN')",0.0,0.0,0.0,0.0
545,25,s   s   l,"('s   s   l', 'NN')",0.0,0.0,0.0,0.0
1667,25,i   n   t   e   g   r   a   t   i   o   n,"('i   n   t   e   g   r   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
2307,25,a   n   y   o   n  ,"('a   n   y   o   n  ', 'NN')",0.0,0.0,0.0,0.0
1946,25,c   o   n   n   e   c   t   e   d,"('c   o   n   n   e   c   t   e   d', 'NN')",0.0,0.0,0.0,0.0
1258,25,t   e   s   t,"('t   e   s   t', 'NN')",0.0,0.0,0.0,0.0
351,25,c   o   n   f   i   g   u   r   a   t   i   o   n,"('c   o   n   f   i   g   u   r   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
381,25,w   e   n   t,"('w   e   n   t', 'NN')",0.0,0.0,0.0,0.0
2288,25,w   r   i   t   i   n   g,"('w   r   i   t   i   n   g', 'NN')",0.0,0.0,0.0,0.0
655,25,i   n   v   o   l   v   e   d,"('i   n   v   o   l   v   e   d', 'NN')",0.0,0.0,0.0,0.0
1154,25,u   s   s   d,"('u   s   s   d', 'JJ')",0.0,0.0,0.0,0.0
1292,25,y   e   t,"('y   e   t', 'NN')",0.0,0.0,0.0,0.0
2464,25,e   f   f   o   r   t,"('e   f   f   o   r   t', 'NN')",0.0,0.0,0.0,0.0
487,25,w   o   u   l   d,"('w   o   u   l   d', 'NN')",0.0,0.0,0.0,0.0
479,25,q   u   i   c   k   l   i,"('q   u   i   c   k   l   i', 'NN')",0.0,0.0,0.0,0.0
142,25,t   o   o   k,"('t   o   o   k', 'NN')",0.0,0.0,0.0,0.0
1027,25,w   o   r   k,"('w   o   r   k', 'NN')",0.0,0.0,0.0,0.0
1121,24,r   e   c   o   r   d,"('r   e   c   o   r   d', 'NN')",0.0,0.0,0.0,0.0
1524,24,a   b   s   e   n   c  ,"('a   b   s   e   n   c  ', 'NN')",0.0,0.0,0.0,0.0
254,24,i   n   t   e   r   f   a   c  ,"('i   n   t   e   r   f   a   c  ', 'NN')",0.0,0.0,0.0,0.0
3082,24,i   n   t   e   r   m   e   d   i   a   r   i,"('i   n   t   e   r   m   e   d   i   a   r   i', 'NN')",0.0,0.0,0.0,0.0
1523,24,u   n   s   c   h   e   d   u   l   e   d,"('u   n   s   c   h   e   d   u   l   e   d', 'JJ')",0.0,0.0,0.0,0.0
2078,24,p   u   s   h,"('p   u   s   h', 'NN')",0.0,0.0,0.0,0.0
376,24,i   p,"('i   p', 'NN')",0.0,0.0,0.0,0.0
1529,24,a   d   j   u   s   t  ,"('a   d   j   u   s   t  ', 'NN')",0.0,0.0,0.0,0.0
2077,24,u   p   d   a   t  ,"('u   p   d   a   t  ', 'JJ')",0.0,0.0,0.0,0.0
394,24,b   e   l   i   e   v  ,"('b   e   l   i   e   v  ', 'NN')",0.0,0.0,0.0,0.0
1049,24,d   i   r   e   c   t   o   r   i,"('d   i   r   e   c   t   o   r   i', 'NN')",0.0,0.0,0.0,0.0
1625,24,c   o   n   n   e   c   t   i   v   i   t   i,"('c   o   n   n   e   c   t   i   v   i   t   i', 'NN')",0.0,0.0,0.0,0.0
2712,24,c   s   v,"('c   s   v', 'NN')",0.0,0.0,0.0,0.0
1528,24,u   s   u   a   l   l   i,"('u   s   u   a   l   l   i', 'JJ')",0.0,0.0,0.0,0.0
2310,24,m   o   n   t   h,"('m   o   n   t   h', 'NN')",0.0,0.0,0.0,0.0
1641,24,c   o   l   l   i   n  ,"('c   o   l   l   i   n  ', 'NN')",0.0,0.0,0.0,0.0
1573,24,d   e   s   i   g   n   i   n   g,"('d   e   s   i   g   n   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1614,24,s   c   r   u   m,"('s   c   r   u   m', 'NN')",0.0,0.0,0.0,0.0
314,24,m,"('m', 'NN')",0.0,0.0,0.0,0.0
2016,24,a   l   e   x,"('a   l   e   x', 'NN')",0.0,0.0,0.0,0.0
1526,24,d   o   c   u   m   e   n   t   e   d,"('d   o   c   u   m   e   n   t   e   d', 'NN')",0.0,0.0,0.0,0.0
1533,24,c   o   r   r   e   s   p   o   n   d   e   n   c  ,"('c   o   r   r   e   s   p   o   n   d   e   n   c  ', 'NN')",0.0,0.0,0.0,0.0
154,24,l   i   t   t   l  ,"('l   i   t   t   l  ', 'VBD')",0.0,0.0,0.0,0.0
369,24,s   o   l   u   t   i   o   n,"('s   o   l   u   t   i   o   n', 'JJ')",0.0,0.0,0.0,0.0
1070,24,2   0,"('2   0', 'CD')",0.0,0.0,0.0,0.0
447,23,s   o   l   v   i   n   g,"('s   o   l   v   i   n   g', 'NN')",0.0,0.0,0.0,0.0
1926,23,o   r   i   e   n   t   a   t   i   o   n,"('o   r   i   e   n   t   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
418,23,h   a   p   p   i,"('h   a   p   p   i', 'NN')",0.0,0.0,0.0,0.0
3104,23,l   a   r   a   v   e   l,"('l   a   r   a   v   e   l', 'NN')",0.0,0.0,0.0,0.0
372,23,a   s   k,"('a   s   k', 'NN')",0.0,0.0,0.0,0.0
1534,23,d   e   a   l,"('d   e   a   l', 'NN')",0.0,0.0,0.0,0.0
1073,23,e   x   e   c   u   t   e   d,"('e   x   e   c   u   t   e   d', 'NN')",0.0,0.0,0.0,0.0
1230,23,d   a   t   a   b   a   s  ,"('d   a   t   a   b   a   s  ', 'NN')",0.0,0.0,0.0,0.0
784,23,f   o   c   u   s   e   d,"('f   o   c   u   s   e   d', 'NN')",0.0,0.0,0.0,0.0
1312,23,a   c   c   o   m   p   l   i   s   h,"('a   c   c   o   m   p   l   i   s   h', 'NN')",0.0,0.0,0.0,0.0
2033,23,m   r,"('m   r', 'NN')",0.0,0.0,0.0,0.0
2428,23,d   a   t   a   s   e   t,"('d   a   t   a   s   e   t', 'NN')",0.0,0.0,0.0,0.0
1525,23,e   x   c   e   p   t,"('e   x   c   e   p   t', 'NN')",0.0,0.0,0.0,0.0
1061,23,e   x   c   e   l,"('e   x   c   e   l', 'NN')",0.0,0.0,0.0,0.0
1686,23,a   n   d   r   e   w,"('a   n   d   r   e   w', 'NN')",0.0,0.0,0.0,0.0
1512,23,c   h   a   l   l   e   n   g   e   d,"('c   h   a   l   l   e   n   g   e   d', 'NN')",0.0,0.0,0.0,0.0
831,23,c   o   u   l   d,"('c   o   u   l   d', 'NN')",0.0,0.0,0.0,0.0
339,23,d   e   v   e   l   o   p   i   n   g,"('d   e   v   e   l   o   p   i   n   g', 'NN')",0.0,0.0,0.0,0.0
230,23,g   i   t,"('g   i   t', 'NN')",0.0,0.0,0.0,0.0
1527,23,e   m   e   r   g   e   n   c   i,"('e   m   e   r   g   e   n   c   i', 'NN')",0.0,0.0,0.0,0.0
296,22,i   d   e   a,"('i   d   e   a', 'NN')",0.0,0.0,0.0,0.0
441,22,c   o   n   f   i   g   u   r   a   t   i   o   n,"('c   o   n   f   i   g   u   r   a   t   i   o   n', 'NN')",0.0,0.0,0.0,0.0
2177,22,r   e   s   u   l   t,"('r   e   s   u   l   t', 'NN')",0.0,0.0,0.0,0.0
869,22,c   o   m   m   e   n   d   a   b   l  ,"('c   o   m   m   e   n   d   a   b   l  ', 'NN')",0.0,0.0,0.0,0.0
368,22,f   i   n   d,"('f   i   n   d', 'NN')",0.0,0.0,0.0,0.0
1484,22,f   e   l   l   o   w,"('f   e   l   l   o   w', 'NN')",0.0,0.0,0.0,0.0
1723,22,a   f   e   w,"('a   f   e   w', 'NN')",0.0,0.0,0.0,0.0
3836,22,g   r   a   p   h,"('g   r   a   p   h', 'NN')",0.0,0.0,0.0,0.0
2063,22,c   a   s  ,"('c   a   s  ', 'NN')",0.0,0.0,0.0,0.0
5487,22,2   0   1   9,"('2   0   1   9', 'CD')",0.0,0.0,0.0,0.0
502,22,l   e   v   e   l,"('l   e   v   e   l', 'NN')",0.0,0.0,0.0,0.0
291,22,t   i   m   e   l   i,"('t   i   m   e   l   i', 'NN')",0.0,0.0,0.0,0.0
2439,22,m   y   s   q   l   i,"('m   y   s   q   l   i', 'NN')",0.0,0.0,0.0,0.0
245,22,s   o   m   e   t   h   i   n   g,"('s   o   m   e   t   h   i   n   g', 'NN')",0.0,0.0,0.0,0.0
504,22,p   r   o   j   e   c   t,"('p   r   o   j   e   c   t', 'NN')",0.0,0.0,0.0,0.0
2279,21,e   v   e   n,"('e   v   e   n', 'NN')",0.0,0.0,0.0,0.0
1364,21,e   x   t   r   a,"('e   x   t   r   a', 'NN')",0.0,0.0,0.0,0.0
898,21,p   a   s   s   i   o   n   a   t  ,"('p   a   s   s   i   o   n   a   t  ', 'NN')",0.0,0.0,0.0,0.0
477,21,g   r   a   p   h   i   c,"('g   r   a   p   h   i   c', 'NN')",0.0,0.0,0.0,0.0
990,21,d   e   s   i   r  ,"('d   e   s   i   r  ', 'NN')",0.0,0.0,0.0,0.0
